twoperc,threeperc,assists,turno,blocks,orebounds,drebounds,ftPerc,points,steals,minutes,nameteam
.420,.444,20,11,3,11,23,.727,94,6,240,Washington Wizards
.481,.500,18,12,2,10,25,.800,97,8,240,Atlanta Hawks
.481,.375,22,16,3,10,28,.640,101,8,265,Portland Trail Blazers
.407,.292,15,10,3,13,41,.889,105,6,240,Oklahoma City Thunder
.437,.467,19,13,1,16,20,.811,113,8,240,Chicago Bulls
.405,.167,12,12,5,6,33,.852,89,8,240,Miami Heat
.390,.176,18,12,8,3,35,.800,75,14,240,Boston Celtics
.434,.467,26,18,5,14,30,.905,98,4,240,Sacramento Kings
.419,.409,22,13,9,13,29,.759,109,8,240,New York Knicks
.371,.167,21,14,8,17,17,.846,79,11,240,Golden State Warriors
.348,.143,10,13,10,20,26,.769,84,6,240,Indiana Pacers
.378,.400,24,11,8,13,32,.920,95,3,240,Los Angeles Clippers
.473,.435,21,12,2,14,31,.739,113,3,240,Washington Wizards
.400,.250,19,19,5,16,32,.857,81,5,240,Minnesota Timberwolves
.333,.400,17,12,3,15,31,.714,88,1,240,Oklahoma City Thunder
.474,.364,19,14,2,6,26,.727,94,8,240,Detroit Pistons
.419,.286,21,9,4,6,41,.800,106,7,265,Denver Nuggets
.435,.238,27,14,5,9,28,.810,96,10,240,New Jersey Nets
.507,.143,19,18,4,6,25,.652,92,5,240,Toronto Raptors
.595,.385,37,16,8,9,30,.676,116,3,240,Utah Jazz
.402,.250,24,11,6,18,30,.806,108,8,240,New Jersey Nets
.461,.278,25,17,7,10,26,.810,92,11,240,Los Angeles Clippers
.447,.250,22,18,3,10,28,.684,92,4,240,Sacramento Kings
.382,.357,12,12,3,12,25,.857,75,5,240,Milwaukee Bucks
.463,.357,17,9,3,11,37,.375,99,7,240,Washington Wizards
.418,.214,20,13,4,11,31,.667,91,5,240,Cleveland Cavaliers
.448,.478,19,17,10,12,40,.826,108,7,265,Indiana Pacers
.432,.273,20,18,3,6,36,.727,86,9,240,Miami Heat
.458,.406,21,13,9,14,26,.917,123,13,240,Golden State Warriors
.474,.308,25,11,8,10,27,.786,89,8,240,New Orleans Hornets
.447,.375,17,19,7,12,27,.813,87,11,240,Oklahoma City Thunder
.400,.313,14,12,2,13,26,.722,86,9,240,Charlotte Bobcats
.390,.190,14,14,2,14,20,.714,83,13,240,Portland Trail Blazers
.371,.455,20,11,6,18,24,.895,88,9,240,Memphis Grizzlies
.488,.357,28,12,8,10,29,.750,96,6,240,Toronto Raptors
.400,.105,15,9,7,10,33,.800,90,3,240,Atlanta Hawks
.472,.333,32,16,2,9,40,.750,103,5,265,New Jersey Nets
.457,.353,20,20,3,9,30,.704,99,14,240,Los Angeles Clippers
.449,.143,16,13,3,9,32,.838,102,5,240,Utah Jazz
.356,.308,19,15,6,13,26,.786,77,8,240,Washington Wizards
.427,.407,19,12,7,11,33,.722,100,4,240,Golden State Warriors
.442,.308,17,21,4,14,25,.739,93,6,240,San Antonio Spurs
.404,.250,18,14,4,17,29,.700,90,7,240,Detroit Pistons
.397,.250,18,12,3,10,29,.813,79,9,240,Minnesota Timberwolves
.372,.233,15,8,2,11,27,.830,110,9,240,New York Knicks
.444,.368,20,12,0,7,29,.583,93,8,240,Philadelphia 76ers
.432,.438,20,15,1,9,24,.800,87,5,240,Portland Trail Blazers
.439,.462,17,11,3,7,29,.800,90,3,240,New Orleans Hornets
.411,.350,26,16,5,16,27,.619,80,6,240,Chicago Bulls
.429,.522,20,10,7,7,26,.758,103,7,240,Phoenix Suns
.396,.462,19,9,2,16,27,.750,99,8,240,Cleveland Cavaliers
.367,.235,20,13,1,6,22,.783,80,6,240,Charlotte Bobcats
.438,.200,29,10,5,14,24,.710,105,10,240,Detroit Pistons
.418,.419,29,7,2,9,30,.737,103,4,240,Houston Rockets
.465,.214,19,14,5,8,25,.731,88,8,240,New Orleans Hornets
.341,.231,16,17,5,10,33,.769,89,9,240,Indiana Pacers
.532,.357,16,16,3,9,27,.765,102,4,240,Sacramento Kings
.404,.250,16,10,4,11,29,.722,102,5,240,Washington Wizards
.467,.176,13,12,5,8,27,.767,96,10,240,Miami Heat
.518,.385,25,15,10,8,25,.833,101,8,240,Utah Jazz
.476,.353,23,16,4,13,25,.800,104,7,240,Atlanta Hawks
.476,.263,17,16,3,15,24,.857,103,9,240,Golden State Warriors
.487,.474,19,17,0,6,25,.821,108,11,240,Indiana Pacers
.398,.100,20,12,5,14,35,1.000,84,3,240,Charlotte Bobcats
.442,.318,23,15,6,11,25,.696,91,9,240,Memphis Grizzlies
.417,.200,13,14,3,13,30,.882,88,11,240,Milwaukee Bucks
.482,.200,26,6,2,7,29,.792,103,5,240,Toronto Raptors
.545,.444,13,16,9,13,26,.767,115,4,240,New York Knicks
.443,.261,14,15,6,5,25,.565,81,9,240,Orlando Magic
.473,.308,30,13,5,12,30,.909,100,7,240,Minnesota Timberwolves
.474,.350,23,14,2,6,34,.700,95,3,240,Miami Heat
.413,.200,15,20,7,19,32,.818,95,8,240,Indiana Pacers
.392,.214,21,16,4,24,32,.611,94,6,240,Denver Nuggets
.423,.500,27,7,5,16,38,.889,136,7,315,Toronto Raptors
.426,.100,12,21,3,12,29,.769,69,5,240,Charlotte Bobcats
.409,.500,20,18,9,14,36,.633,102,8,265,Sacramento Kings
.444,.286,21,21,3,17,31,.667,96,6,240,Minnesota Timberwolves
.446,.353,15,19,3,7,27,.778,79,2,240,Atlanta Hawks
.368,.333,19,17,9,13,27,.704,81,4,240,Cleveland Cavaliers
.507,.476,21,15,8,8,29,.826,103,8,240,Dallas Mavericks
.439,.250,15,11,3,8,21,.765,102,6,240,Washington Wizards
.485,.333,18,16,4,8,22,.739,86,8,240,Miami Heat
.413,.381,20,16,2,12,27,.692,83,11,240,Milwaukee Bucks
.475,.452,32,15,3,8,37,.571,118,4,265,Phoenix Suns
.490,.211,19,20,6,12,27,.944,117,9,265,Golden State Warriors
.360,.333,14,10,2,16,27,.737,83,3,240,San Antonio Spurs
.449,.444,22,13,4,7,30,.591,87,6,240,Charlotte Bobcats
.363,.308,10,10,11,9,32,.833,77,4,240,New Orleans Hornets
.519,.333,21,12,8,8,26,.611,101,4,240,Oklahoma City Thunder
.443,.478,23,16,4,16,29,.615,105,8,240,Minnesota Timberwolves
.451,.263,27,20,2,22,19,.846,109,6,240,Utah Jazz
.465,.500,14,18,5,8,31,.889,85,3,240,Orlando Magic
.474,.333,21,16,6,18,24,.818,101,8,240,Sacramento Kings
.398,.318,21,11,1,16,22,.824,87,5,240,Atlanta Hawks
.365,.222,18,17,2,17,27,.826,85,7,240,Cleveland Cavaliers
.486,.273,13,19,4,8,32,.871,100,9,240,Indiana Pacers
.514,.318,20,13,2,6,25,.789,96,6,240,Miami Heat
.459,.421,21,11,2,11,25,.750,110,12,240,Houston Rockets
.376,.167,17,22,8,19,33,.526,76,6,240,Washington Wizards
.440,.353,21,9,3,11,27,.852,103,10,240,Boston Celtics
.457,.273,26,11,9,13,24,.636,84,2,240,Charlotte Bobcats
.537,.600,18,16,7,5,26,.943,108,13,240,Memphis Grizzlies
.462,.417,22,14,1,4,28,.867,90,6,240,Cleveland Cavaliers
.296,.174,7,17,8,7,39,.676,75,12,240,Indiana Pacers
.440,.429,16,9,3,8,33,.667,90,11,240,Golden State Warriors
.449,.286,22,9,5,4,27,.750,92,4,240,Dallas Mavericks
.419,.417,21,14,4,16,30,.810,105,11,265,Philadelphia 76ers
.410,.357,18,21,3,16,35,.744,102,6,240,Sacramento Kings
.452,.462,22,12,1,20,19,.700,104,7,240,Detroit Pistons
.456,.444,18,16,4,17,24,.750,94,11,240,Toronto Raptors
.425,.333,19,12,6,11,26,.946,109,6,240,New York Knicks
.400,.438,18,11,2,13,24,.808,88,9,240,Los Angeles Lakers
.411,.227,26,19,4,13,29,.720,97,10,240,Phoenix Suns
.451,.333,23,15,9,10,29,.563,92,11,240,Portland Trail Blazers
.431,.357,20,12,7,4,24,.600,76,4,240,Atlanta Hawks
.476,.469,23,18,7,13,35,.714,120,10,265,Orlando Magic
.500,.667,25,18,8,8,27,.630,101,7,240,Utah Jazz
.451,.235,22,15,5,11,34,.600,98,13,265,Los Angeles Clippers
.487,.500,24,15,2,13,25,.706,94,4,240,Detroit Pistons
.418,.273,24,11,5,8,37,.850,86,4,240,Boston Celtics
.455,.360,25,14,8,11,29,.933,103,9,240,Sacramento Kings
.449,.467,18,14,1,13,21,.778,98,9,240,Indiana Pacers
.351,.318,20,16,5,10,24,.840,82,7,240,Portland Trail Blazers
.423,.400,16,12,2,13,27,.857,100,8,240,Utah Jazz
.430,.250,21,13,9,15,33,.867,91,6,240,Dallas Mavericks
.500,.375,24,12,1,8,25,1.000,101,7,240,Detroit Pistons
.481,.409,23,18,5,7,34,.880,107,8,240,Houston Rockets
.393,.100,17,13,3,12,26,.720,85,8,240,Memphis Grizzlies
.397,.375,23,20,2,12,22,.750,74,6,240,Philadelphia 76ers
.476,.300,18,15,6,14,30,.769,103,6,240,Sacramento Kings
.416,.188,16,10,2,10,28,.828,101,7,240,Washington Wizards
.314,.214,13,17,2,6,26,.600,56,7,240,Milwaukee Bucks
.338,.357,16,17,4,18,36,.615,75,5,240,Cleveland Cavaliers
.366,.412,20,26,4,9,34,.621,77,6,240,Minnesota Timberwolves
.366,.233,11,15,3,15,29,.765,93,4,240,New York Knicks
.388,.267,18,12,6,10,30,.688,88,7,240,Phoenix Suns
.418,.235,19,19,1,16,23,.645,90,8,240,Toronto Raptors
.455,.333,20,16,6,12,28,.727,93,9,240,Phoenix Suns
.471,.435,21,18,4,6,33,.526,84,1,240,Orlando Magic
.400,.235,12,19,5,13,23,.737,82,4,240,Los Angeles Clippers
.383,.273,17,11,2,7,26,.632,80,5,240,San Antonio Spurs
.412,.200,22,11,3,13,37,.875,79,6,240,Boston Celtics
.471,.455,22,14,3,10,21,.765,103,13,240,New Orleans Hornets
.500,.423,24,13,5,4,20,.667,119,9,240,Golden State Warriors
.423,.381,19,9,5,11,33,.850,107,8,265,Philadelphia 76ers
.394,.000,15,17,10,23,26,.652,89,9,240,Washington Wizards
.419,.300,22,12,2,11,20,.769,85,11,240,Milwaukee Bucks
.431,.308,14,16,14,10,32,.619,79,7,240,Washington Wizards
.449,.481,21,13,5,12,29,.800,117,9,240,New York Knicks
.597,.429,30,15,4,6,27,.923,101,5,240,Dallas Mavericks
.415,.263,24,8,6,8,27,.778,87,6,240,Atlanta Hawks
.375,.357,21,14,3,19,30,.692,80,5,240,Indiana Pacers
.500,.333,21,16,4,8,30,.750,93,8,240,Toronto Raptors
.512,.375,24,13,3,7,24,.684,106,12,240,Golden State Warriors
.372,.182,13,13,7,6,31,.857,78,4,240,Charlotte Bobcats
.456,.308,19,17,8,8,36,.529,94,5,240,Los Angeles Clippers
.385,.176,14,11,8,9,31,.786,85,5,240,Miami Heat
.422,.261,25,13,0,11,20,.765,89,10,265,Milwaukee Bucks
.432,.412,24,15,4,10,26,.846,95,5,240,Phoenix Suns
.380,.391,22,14,5,17,32,.615,93,8,240,Sacramento Kings
.420,.300,13,12,3,17,25,.750,104,8,240,Minnesota Timberwolves
.349,.158,22,13,8,17,29,.667,73,2,240,New Jersey Nets
.461,.333,22,10,2,9,32,.833,99,6,240,Memphis Grizzlies
.356,.200,6,18,0,7,22,.833,70,6,240,Cleveland Cavaliers
.443,.250,21,5,2,5,22,.545,85,8,240,Atlanta Hawks
.493,.261,20,19,5,7,34,.765,91,3,240,Dallas Mavericks
.457,.387,23,18,4,13,29,.818,95,6,240,New York Knicks
.423,.100,19,13,4,6,29,.640,77,8,240,Boston Celtics
.407,.222,10,13,6,16,30,.762,108,6,265,Chicago Bulls
.443,.333,24,17,3,17,28,.722,98,12,240,Minnesota Timberwolves
.443,.348,26,11,7,8,26,.708,95,4,240,New Jersey Nets
.446,.294,17,15,2,7,27,.611,82,6,240,Charlotte Bobcats
.359,.261,19,16,3,12,35,.833,82,9,240,Denver Nuggets
.422,.316,16,21,4,16,35,.778,97,6,240,Golden State Warriors
.345,.227,17,21,2,14,37,.607,80,6,240,Sacramento Kings
.477,.200,16,13,9,19,27,.697,107,8,240,Washington Wizards
.480,.200,20,14,3,7,30,.850,92,6,240,Cleveland Cavaliers
.356,.269,11,20,6,7,29,.731,78,9,240,Indiana Pacers
.436,.417,14,9,2,4,27,.714,98,8,240,Denver Nuggets
.452,.389,21,11,4,10,28,.667,85,8,240,New Orleans Hornets
.500,.471,25,10,1,10,27,.867,101,9,240,Philadelphia 76ers
.500,.333,23,12,2,9,30,.800,98,6,240,Charlotte Bobcats
.500,.333,23,11,3,9,25,.765,96,5,240,Detroit Pistons
.351,.250,16,16,4,6,33,.700,73,7,240,Golden State Warriors
.433,.500,20,14,6,22,30,.640,108,2,240,Utah Jazz
.452,.450,24,10,4,7,31,.824,99,7,240,Los Angeles Clippers
.386,.240,21,13,4,17,28,.667,80,7,240,Portland Trail Blazers
.386,.409,22,6,1,9,30,.818,95,5,240,New York Knicks
.443,.412,20,25,3,5,22,.750,95,7,240,Minnesota Timberwolves
.400,.294,18,10,0,9,35,.800,93,4,240,Oklahoma City Thunder
.437,.176,26,20,4,21,26,.722,92,8,240,New Jersey Nets
.432,.417,19,22,1,12,22,.852,92,7,240,Sacramento Kings
.395,.250,24,15,5,10,28,.810,86,9,240,Cleveland Cavaliers
.402,.333,20,21,5,8,33,.778,90,8,240,Toronto Raptors
.485,.250,20,17,5,6,24,.720,85,4,240,Utah Jazz
.398,.308,25,8,4,17,26,.667,98,10,240,New Jersey Nets
.405,.318,20,13,6,9,29,.760,86,6,240,New York Knicks
.452,.316,16,17,3,12,33,.778,96,7,240,Golden State Warriors
.453,.833,16,13,7,5,21,.750,81,5,240,Atlanta Hawks
.481,.415,34,13,5,10,42,.818,137,3,315,Phoenix Suns
.371,.444,15,27,3,10,22,.769,76,12,240,Washington Wizards
.420,.467,24,18,0,4,33,.957,87,12,240,Boston Celtics
.444,.300,21,12,6,4,24,.724,88,6,240,Charlotte Bobcats
.374,.167,15,16,7,18,40,.686,94,10,265,Cleveland Cavaliers
.432,.406,19,8,6,12,33,.885,112,5,240,San Antonio Spurs
.493,.308,28,12,1,8,29,.769,94,6,240,Detroit Pistons
.511,.467,25,12,5,13,29,.611,112,6,240,Golden State Warriors
.480,.231,29,18,6,16,27,.720,119,12,290,Washington Wizards
.457,.333,23,14,6,9,23,.833,90,6,240,Milwaukee Bucks
.405,.429,20,11,5,11,24,.792,99,6,240,New York Knicks
.449,.375,16,13,3,8,22,.813,94,7,240,Utah Jazz
.481,.444,22,9,1,8,31,.933,100,4,240,Atlanta Hawks
.485,.250,25,10,3,13,36,.750,106,6,240,Toronto Raptors
.488,.444,21,17,3,7,31,.833,96,5,240,Minnesota Timberwolves
.512,.444,23,11,10,13,30,.840,117,5,265,Utah Jazz
.408,.200,15,15,5,9,28,.769,81,3,240,Boston Celtics
.493,.133,24,10,8,8,24,.733,96,8,240,Memphis Grizzlies
.425,.308,19,12,8,14,25,.650,91,8,240,Detroit Pistons
.420,.273,13,14,6,18,28,.810,94,7,240,Washington Wizards
.469,.462,26,17,4,10,24,.692,100,6,240,Toronto Raptors
.352,.160,15,15,6,17,35,.833,93,5,240,Indiana Pacers
.500,.294,23,16,5,8,26,.833,104,6,240,Los Angeles Clippers
.465,.368,22,13,2,7,24,.857,99,10,240,Philadelphia 76ers
.400,.211,13,10,3,15,25,.870,96,4,240,New York Knicks
.476,.600,19,19,5,12,28,.850,103,8,240,Minnesota Timberwolves
.462,.474,29,14,1,9,26,.667,85,4,240,New Jersey Nets
.493,.579,24,17,9,9,28,.760,100,3,240,Phoenix Suns
.513,.478,19,19,2,8,30,.700,96,8,240,San Antonio Spurs
.481,.231,25,11,3,7,25,.889,87,5,240,New Jersey Nets
.398,.214,18,7,11,10,29,.857,106,3,240,New York Knicks
.474,.500,27,19,8,14,28,.368,88,8,240,Indiana Pacers
.388,.267,19,13,5,14,26,.690,90,13,240,Toronto Raptors
.392,.429,17,11,7,7,30,.905,87,5,240,Milwaukee Bucks
.421,.250,18,17,5,9,22,.588,77,7,240,Utah Jazz
.368,.250,16,11,4,11,37,.700,83,6,240,Cleveland Cavaliers
.416,.250,24,12,7,15,31,.867,104,5,240,Washington Wizards
.402,.176,22,10,4,17,26,.733,84,4,240,New Orleans Hornets
.506,.429,15,12,5,10,17,.708,104,8,240,San Antonio Spurs
.483,.429,21,10,2,9,24,.857,119,4,240,Houston Rockets
.375,.412,16,13,10,17,32,.652,82,5,240,Minnesota Timberwolves
.432,.167,16,10,5,12,26,.750,90,5,240,Portland Trail Blazers
.440,.357,22,12,10,9,27,.722,111,9,265,Philadelphia 76ers
.425,.063,22,15,8,12,34,.609,83,6,240,Phoenix Suns
.389,.217,21,6,4,17,29,.846,86,5,240,Milwaukee Bucks
.413,.111,18,17,11,13,29,.600,85,10,240,Chicago Bulls
.548,.364,19,15,3,3,26,.778,100,5,240,Boston Celtics
.450,.344,19,21,2,9,35,.719,106,9,265,Orlando Magic
.481,.240,16,11,1,10,27,.500,92,9,240,San Antonio Spurs
.419,.292,23,17,7,17,36,.476,95,7,265,Utah Jazz
.423,.400,24,12,3,8,22,.636,90,5,240,Miami Heat
.416,.375,20,13,6,11,31,.700,87,6,240,New Jersey Nets
.423,.423,25,13,5,8,34,.882,114,9,265,Golden State Warriors
.500,.238,28,10,6,9,30,.667,113,11,240,Phoenix Suns
.416,.304,20,6,1,10,27,.524,82,9,240,Orlando Magic
.522,.500,17,12,4,6,26,.857,97,3,240,Cleveland Cavaliers
.456,.286,25,19,4,7,28,.750,90,7,240,Sacramento Kings
.506,.125,20,18,4,14,28,.800,101,11,240,Detroit Pistons
.467,.208,22,17,5,11,36,.806,100,5,240,Los Angeles Clippers
.470,.286,19,14,9,13,28,.636,91,3,240,Golden State Warriors
.412,.294,12,8,1,7,27,.762,91,7,240,Minnesota Timberwolves
.500,.357,18,11,3,11,28,.750,91,2,240,Portland Trail Blazers
.477,.412,16,16,3,16,35,.818,116,4,240,New Jersey Nets
.410,.444,25,13,3,14,24,.955,97,6,240,Houston Rockets
.450,.286,18,13,5,14,23,.759,98,6,240,Phoenix Suns
.513,.385,22,15,5,11,23,.938,98,5,240,Toronto Raptors
.494,.563,15,14,6,12,23,.710,107,8,240,Washington Wizards
.361,.231,18,13,4,11,36,.696,82,3,240,Dallas Mavericks
.433,.276,21,12,3,13,30,.786,97,6,240,San Antonio Spurs
.446,.500,22,6,5,3,35,.550,83,5,240,Boston Celtics
.520,.333,21,20,3,10,27,.714,96,9,240,Detroit Pistons
.511,.263,18,16,5,10,32,.679,114,7,265,San Antonio Spurs
.425,.273,14,8,4,9,30,.667,88,7,240,Milwaukee Bucks
.420,.435,16,14,3,7,24,.737,92,7,240,Minnesota Timberwolves
.449,.308,24,11,5,8,18,.833,81,10,240,New Orleans Hornets
.452,.111,23,16,2,8,29,.769,77,6,240,Charlotte Bobcats
.435,.250,23,8,2,13,22,.650,90,8,240,New Jersey Nets
.444,.407,14,21,1,12,32,.577,98,8,240,Los Angeles Clippers
.410,.259,15,14,6,17,31,.870,91,3,240,Oklahoma City Thunder
.398,.095,19,16,4,12,29,.647,90,12,240,Sacramento Kings
.415,.200,15,14,6,15,29,.833,85,5,240,Utah Jazz
.463,.227,22,8,5,12,26,.813,107,6,240,Cleveland Cavaliers
.506,.429,20,8,6,10,23,.875,106,3,240,Toronto Raptors
.411,.200,25,11,4,11,32,.650,92,5,240,Dallas Mavericks
.415,.286,18,16,7,16,29,.833,92,11,240,Oklahoma City Thunder
.486,.316,19,26,8,7,27,.813,89,8,240,Minnesota Timberwolves
.402,.286,24,13,3,10,31,.722,87,10,265,Philadelphia 76ers
.425,.381,17,9,0,8,18,.824,90,16,240,Detroit Pistons
.430,.500,26,15,7,7,32,.905,91,6,240,Charlotte Bobcats
.531,.333,24,11,2,7,23,.900,109,5,240,Atlanta Hawks
.429,.222,20,18,6,12,33,.700,90,9,240,Los Angeles Lakers
.400,.286,22,9,0,6,24,.720,94,9,240,New Jersey Nets
.457,.346,21,12,6,11,22,.684,96,8,240,Indiana Pacers
.532,.409,21,22,3,8,30,.583,107,6,240,Cleveland Cavaliers
.486,.375,21,13,2,5,28,.731,96,5,240,Dallas Mavericks
.469,.462,25,13,5,11,22,.750,97,8,240,Utah Jazz
.471,.357,17,14,7,7,30,.857,97,10,240,Phoenix Suns
.493,.429,15,8,2,7,23,.556,98,6,240,Orlando Magic
.486,.231,17,11,2,3,22,.850,90,7,240,Atlanta Hawks
.393,.400,17,11,3,14,22,.706,82,9,240,Philadelphia 76ers
.432,.348,27,13,7,12,31,.833,94,9,240,Phoenix Suns
.390,.267,22,9,4,9,30,.778,89,12,240,Charlotte Bobcats
.439,.417,17,12,6,5,36,.654,94,3,240,Denver Nuggets
.426,.280,24,14,7,13,30,.667,101,8,240,Houston Rockets
.378,.200,19,19,13,14,35,.760,85,6,240,Los Angeles Lakers
.395,.111,11,14,7,14,33,.667,81,14,240,Memphis Grizzlies
.494,.533,23,17,5,11,35,.704,105,3,240,Minnesota Timberwolves
.489,.429,11,12,2,18,28,.758,118,6,240,Toronto Raptors
.360,.300,14,18,2,4,29,.706,72,9,240,Milwaukee Bucks
.410,.143,19,9,4,15,25,.889,87,6,240,Portland Trail Blazers
.439,.294,18,16,3,20,27,.700,105,10,240,Detroit Pistons
.464,.545,27,11,2,9,24,.900,102,7,265,Charlotte Bobcats
.488,.227,20,16,9,15,30,.650,96,9,240,Dallas Mavericks
.488,.421,28,10,5,9,21,.750,109,7,240,New Jersey Nets
.429,.263,17,17,1,12,35,.593,87,9,240,Los Angeles Lakers
.460,.500,10,17,4,13,26,.750,112,9,240,Washington Wizards
.405,.348,14,16,6,12,31,.810,85,6,240,Miami Heat
.437,.462,20,13,3,9,29,.889,98,11,240,Minnesota Timberwolves
.462,.375,26,17,0,8,30,.923,93,3,240,Houston Rockets
.506,.462,24,15,8,13,31,.692,108,7,240,Los Angeles Clippers
.413,.111,20,8,5,17,32,.636,92,2,240,Philadelphia 76ers
.398,.350,21,9,4,14,24,.733,92,4,240,Sacramento Kings
.438,.294,21,12,4,11,30,.656,96,4,240,Toronto Raptors
.384,.200,14,11,3,8,27,.885,81,3,240,Boston Celtics
.419,.300,19,12,6,14,27,.864,87,4,240,Utah Jazz
.455,.143,14,21,3,13,25,.654,88,10,240,Washington Wizards
.439,.133,14,16,3,9,30,.727,82,7,240,Cleveland Cavaliers
.500,.333,22,21,6,9,27,.700,96,12,240,Los Angeles Clippers
.461,.167,18,9,3,10,22,.882,100,8,240,Milwaukee Bucks
.474,.385,11,12,4,9,27,.694,102,6,240,Atlanta Hawks
.421,.167,18,16,4,16,33,.722,96,4,240,Sacramento Kings
.477,.313,17,10,4,11,22,.762,103,10,240,Charlotte Bobcats
.476,.316,22,16,5,6,32,.600,93,8,240,New Jersey Nets
.500,.375,19,15,3,8,28,.792,97,7,240,Phoenix Suns
.403,.278,15,18,3,17,23,.733,89,6,240,Denver Nuggets
.466,.357,22,18,5,9,32,.870,93,8,240,Toronto Raptors
.395,.440,14,17,4,21,31,.500,86,6,240,Los Angeles Lakers
.459,.344,22,15,6,7,31,.850,106,5,240,Minnesota Timberwolves
.347,.389,18,9,5,17,28,.500,78,9,240,Los Angeles Clippers
.481,.412,19,13,6,8,30,.833,101,6,240,Cleveland Cavaliers
.538,.333,27,13,3,10,23,.667,102,7,240,Utah Jazz
.434,.556,20,20,7,7,26,.857,83,5,240,Atlanta Hawks
.538,.444,29,13,5,8,21,.450,101,4,240,Charlotte Bobcats
.427,.100,19,14,1,14,23,.545,90,5,240,Phoenix Suns
.416,.273,27,10,7,19,24,.722,103,13,240,Golden State Warriors
.443,.357,20,13,4,12,36,.788,109,4,240,Indiana Pacers
.469,.467,23,10,5,10,24,.821,106,10,240,Los Angeles Lakers
.413,.471,24,14,4,11,23,.600,89,9,240,New Orleans Hornets
.453,.462,16,14,2,3,23,.813,77,9,240,Boston Celtics
.432,.500,22,13,4,16,17,.810,99,11,240,Orlando Magic
.386,.154,16,10,8,16,15,.815,92,11,240,New Jersey Nets
.446,.333,25,13,1,15,20,.571,90,11,240,Atlanta Hawks
.444,.520,20,11,6,9,28,.857,111,5,240,Golden State Warriors
.514,.444,22,16,7,12,33,.750,101,3,240,Detroit Pistons
.365,.296,24,17,1,17,35,.813,91,11,265,Houston Rockets
.370,.250,16,20,2,18,32,.742,86,8,240,Toronto Raptors
.544,.400,23,6,2,7,22,.929,103,5,240,New Jersey Nets
.378,.364,16,13,1,13,29,.692,78,11,240,New Orleans Hornets
.427,.294,22,10,3,8,23,.909,85,11,240,Philadelphia 76ers
.547,.438,21,16,3,13,32,.800,127,7,265,Minnesota Timberwolves
.412,.200,21,11,2,16,24,.905,112,15,240,Sacramento Kings
.381,.286,20,18,10,13,36,.824,94,10,265,Boston Celtics
.352,.360,18,9,2,11,31,.917,93,5,240,San Antonio Spurs
.410,.258,19,11,5,5,28,.824,90,10,240,New York Knicks
.456,.500,16,15,2,15,27,.611,89,3,240,Memphis Grizzlies
.459,.304,22,16,5,12,25,.810,102,8,240,New York Knicks
.430,.125,16,14,7,10,27,.800,85,3,240,Atlanta Hawks
.450,.400,21,11,6,8,27,.875,92,6,240,New Jersey Nets
.433,.333,24,16,10,17,27,.733,93,11,240,Washington Wizards
.430,.429,23,13,1,5,30,.882,89,7,240,New Orleans Hornets
.337,.423,18,19,1,17,31,.760,86,6,240,Portland Trail Blazers
.429,.467,25,21,4,13,26,.857,103,8,240,Memphis Grizzlies
.446,.308,20,15,2,12,30,.762,102,9,240,Minnesota Timberwolves
.477,.400,26,23,7,13,39,.778,106,9,265,Oklahoma City Thunder
.307,.360,16,17,1,9,26,.688,74,11,240,Indiana Pacers
.429,.333,27,8,6,9,31,.875,100,6,240,Philadelphia 76ers
.427,.238,19,8,4,12,39,.757,103,2,240,San Antonio Spurs
.455,.292,24,12,6,16,37,.579,108,5,265,Sacramento Kings
.438,.125,16,17,8,10,23,.647,79,8,240,Toronto Raptors
.506,.214,15,15,3,8,29,.846,103,7,240,Denver Nuggets
.390,.238,17,16,8,17,31,.708,86,4,240,Golden State Warriors
.474,.250,22,17,8,12,30,.550,87,6,240,Los Angeles Lakers
.513,.400,28,18,5,13,28,.774,104,7,240,Boston Celtics
.370,.286,18,18,4,14,31,.808,89,7,240,Orlando Magic
.405,.348,21,12,2,8,31,.826,95,6,240,Milwaukee Bucks
.412,.300,21,7,1,15,22,.714,96,7,240,Cleveland Cavaliers
.421,.296,19,19,3,5,32,.778,93,11,240,Dallas Mavericks
.415,.333,16,20,3,14,33,.682,91,3,240,Chicago Bulls
.360,.368,17,16,8,9,31,.857,79,5,240,Detroit Pistons
.378,.321,23,17,0,8,23,.767,94,10,240,Dallas Mavericks
.390,.238,17,16,8,17,31,.708,86,4,240,Golden State Warriors
.474,.250,22,17,8,12,30,.550,87,6,240,Los Angeles Lakers
.513,.400,28,18,5,13,28,.774,104,7,240,Boston Celtics
.370,.286,18,18,4,14,31,.808,89,7,240,Orlando Magic
.405,.348,21,12,2,8,31,.826,95,6,240,Milwaukee Bucks
.412,.300,21,7,1,15,22,.714,96,7,240,Cleveland Cavaliers
.421,.296,19,19,3,5,32,.778,93,11,240,Dallas Mavericks
.415,.333,16,20,3,14,33,.682,91,3,240,Chicago Bulls
.360,.368,17,16,8,9,31,.857,79,5,240,Detroit Pistons
.448,.136,22,12,2,10,30,.731,100,4,240,Minnesota Timberwolves
.439,.222,26,9,5,11,30,.850,95,4,240,Houston Rockets
.395,.200,23,14,3,12,33,.789,84,9,240,Phoenix Suns
.482,.421,21,20,7,9,38,.789,103,6,240,Philadelphia 76ers
.420,.063,21,11,6,16,29,.842,91,6,240,Los Angeles Lakers
