twoperc,threeperc,assists,turno,blocks,orebounds,drebounds,ftPerc,points,steals,minutes,nameteam,gameid
.447,.250,24,14,7,9,42,.684,92,8,240,Utah Jazz,52f30f751b34326811679283
.386,.286,12,10,5,11,38,.850,89,7,240,New York Knicks,52f30f751b34326811679284
.500,.250,25,10,7,7,31,.789,97,3,240,Toronto Raptors,52f30f761b34326811679285
.423,.313,18,14,4,8,35,.757,93,7,240,Phoenix Suns,52f30f771b34326811679286
.447,.333,31,12,6,12,37,.750,123,10,290,Atlanta Hawks,52f30f781b34326811679287
.466,.450,22,15,8,16,40,.667,103,4,240,Chicago Bulls,52f30f791b34326811679288
.523,.400,27,16,5,8,36,.773,113,10,240,Cleveland Cavaliers,52f30f7a1b34326811679289
.483,.391,29,15,1,8,38,.750,113,11,240,San Antonio Spurs,52f30f7b1b3432681167928a
.538,.429,26,18,3,12,33,.538,102,7,240,Los Angeles Lakers,52f30f7c1b3432681167928b
.522,.444,25,12,3,15,30,.375,101,6,240,Memphis Grizzlies,52f30f7d1b3432681167928c
.558,.294,24,12,4,9,27,.826,110,12,240,Miami Heat,52f30f7e1b3432681167928d
.479,.524,23,21,7,13,31,.808,100,8,240,Houston Rockets,52f30f7f1b3432681167928e
.487,.261,27,20,6,8,39,.833,105,10,240,Oklahoma City Thunder,52f30f801b3432681167928f
.578,.471,29,16,8,6,29,.588,114,8,240,Washington Wizards,52f30f811b34326811679290
.507,.455,21,17,10,8,30,.885,102,5,240,Charlotte Bobcats,52f30f821b34326811679291
.528,.419,34,15,7,10,41,.824,121,13,240,Denver Nuggets,52f30f831b34326811679292
.494,.429,31,11,3,14,36,.778,119,6,240,Houston Rockets,52f30f831b34326811679293
.406,.433,24,12,7,22,36,.700,109,7,240,Milwaukee Bucks,52f30f841b34326811679294
.507,.316,16,11,5,4,30,.682,97,6,240,Philadelphia 76ers,52f30f851b34326811679295
.467,.440,23,14,1,9,23,.952,101,10,240,Portland Trail Blazers,52f30f861b34326811679296
.494,.292,20,9,1,7,31,.826,108,7,240,San Antonio Spurs,52f30f871b34326811679297
.474,.545,12,15,4,10,29,.864,99,8,240,Cleveland Cavaliers,52f30f881b34326811679298
.530,.300,28,14,6,9,19,.885,114,17,265,Utah Jazz,52f30f891b34326811679299
.430,.300,20,9,2,9,33,.789,86,6,240,Washington Wizards,52f30f891b3432681167929a
.409,.250,24,14,8,8,38,.852,100,11,290,Boston Celtics,52f30f8a1b3432681167929b
.511,.455,26,13,0,12,32,.833,110,8,240,Dallas Mavericks,52f30f8b1b3432681167929c
.512,.353,33,12,2,8,29,.667,96,8,240,Los Angeles Clippers,52f30f8c1b3432681167929d
.554,.412,29,13,3,6,37,.552,105,6,240,Los Angeles Lakers,52f30f8d1b3432681167929e
.429,.450,20,15,7,14,29,.696,91,6,240,New Orleans Hornets,52f30f8e1b3432681167929f
.542,.593,22,14,3,6,20,.706,106,6,240,New York Knicks,52f30f8f1b343268116792a0
.506,.478,25,12,7,7,30,.722,104,8,240,Detroit Pistons,52f30f8f1b343268116792a1
.500,.448,23,20,3,12,33,.833,97,8,240,Brooklyn Nets,52f30f901b343268116792a2
.449,.389,22,11,14,15,33,.640,93,5,240,Chicago Bulls,52f30f911b343268116792a3
.474,.500,23,14,4,9,32,.700,102,10,240,Denver Nuggets,52f30f921b343268116792a4
.548,.615,26,17,4,9,29,.789,103,6,240,Memphis Grizzlies,52f30f931b343268116792a5
.535,.400,22,13,8,13,36,.800,114,4,240,Golden State Warriors,52f30f941b343268116792a6
.528,.471,27,5,4,10,34,.833,125,12,240,Houston Rockets,52f30f951b343268116792a7
.439,.391,24,10,3,7,28,.600,96,14,240,Sacramento Kings,52f30f961b343268116792a8
.536,.688,31,14,9,7,32,.700,108,8,240,Golden State Warriors,52f30f961b343268116792a9
.469,.478,28,10,8,21,27,.636,117,13,240,Milwaukee Bucks,52f30f971b343268116792aa
.494,.364,34,14,4,9,41,.636,111,7,240,Los Angeles Lakers,52f30f981b343268116792ab
.453,.357,24,14,5,15,31,.783,106,8,240,Portland Trail Blazers,52f30f991b343268116792ac
.480,.385,26,17,8,3,33,.611,93,10,240,Atlanta Hawks,52f30f9a1b343268116792ad
.534,.313,22,16,4,6,32,.800,99,9,240,Boston Celtics,52f30f9b1b343268116792ae
.518,.579,21,13,3,13,25,.571,105,10,240,Miami Heat,52f30f9c1b343268116792af
.512,.286,21,20,7,9,31,.722,118,9,240,Denver Nuggets,52f30f9d1b343268116792b0
.444,.500,23,17,4,15,41,.905,98,8,240,Indiana Pacers,52f30f9e1b343268116792b1
.495,.308,27,11,5,15,30,.769,104,10,240,Chicago Bulls,52f30f9f1b343268116792b2
.461,.333,16,15,4,14,31,.639,96,11,240,Los Angeles Clippers,52f30fa01b343268116792b3
.573,.412,30,9,4,10,26,.625,113,4,240,New York Knicks,52f30fa11b343268116792b4
.421,.462,27,9,6,11,32,.600,92,9,240,Philadelphia 76ers,52f30fa31b343268116792b5
.458,.250,21,11,2,7,29,.867,92,11,240,Phoenix Suns,52f30fa41b343268116792b6
.551,.563,28,23,5,6,29,.810,102,16,240,San Antonio Spurs,52f30fa51b343268116792b7
.500,.333,24,13,5,7,33,.696,104,6,240,Utah Jazz,52f30fa71b343268116792b8
.429,.350,26,12,4,12,34,.840,100,6,240,Golden State Warriors,52f30faa1b343268116792b9
.556,.357,25,16,11,4,39,.840,106,5,240,Oklahoma City Thunder,52f30fac1b343268116792ba
.500,.222,30,14,5,10,38,.643,97,9,240,Boston Celtics,52f30fad1b343268116792bb
.520,.455,19,14,4,11,29,.500,93,7,240,Brooklyn Nets,52f30fae1b343268116792bc
.524,.318,29,8,6,7,25,.818,113,14,240,Denver Nuggets,52f30faf1b343268116792bd
.542,.286,27,11,11,13,36,.535,117,8,240,Detroit Pistons,52f30fb01b343268116792be
.557,.412,21,12,3,8,26,.708,102,5,240,Indiana Pacers,52f30fb21b343268116792bf
.449,.143,22,18,6,12,34,.824,85,9,240,Memphis Grizzlies,52f30fb31b343268116792c0
.424,.375,27,12,6,17,40,.840,111,6,240,Los Angeles Lakers,52f30fb41b343268116792c1
.421,.371,17,15,4,14,36,.731,96,5,240,New York Knicks,52f30fb51b343268116792c2
.474,.214,20,18,4,9,38,.737,89,6,240,Philadelphia 76ers,52f30fb61b343268116792c3
.455,.381,25,15,12,12,39,.840,109,10,240,Dallas Mavericks,52f30fb71b343268116792c4
.469,.462,30,12,6,11,34,.588,98,7,240,Toronto Raptors,52f30fb81b343268116792c5
.432,.267,19,13,7,9,38,.706,86,7,240,Utah Jazz,52f30fb91b343268116792c6
.409,.400,26,7,5,18,35,.692,93,12,240,Chicago Bulls,52f30fba1b343268116792c7
.478,.500,27,13,2,14,30,.870,115,9,240,Cleveland Cavaliers,52f30fbb1b343268116792c8
.506,.474,34,13,3,14,33,.700,113,5,240,Golden State Warriors,52f30fbc1b343268116792c9
.512,.350,27,14,5,14,36,.783,109,5,240,Houston Rockets,52f30fbd1b343268116792ca
.467,.375,26,16,9,14,28,.700,107,6,240,Milwaukee Bucks,52f30fbe1b343268116792cb
.584,.333,30,18,5,15,29,.690,115,12,240,Minnesota Timberwolves,52f30fbf1b343268116792cc
.547,.442,34,17,1,15,37,.538,120,8,240,New York Knicks,52f30fc11b343268116792cd
.507,.556,25,16,6,10,39,.679,105,2,240,Portland Trail Blazers,52f30fc21b343268116792ce
.487,.250,25,16,4,3,42,.938,96,5,240,San Antonio Spurs,52f30fc31b343268116792cf
.500,.611,23,17,2,6,23,.852,106,8,240,Boston Celtics,52f30fc31b343268116792d0
.470,.300,24,14,3,7,34,.636,98,9,240,Los Angeles Lakers,52f30fc41b343268116792d1
.533,.250,19,12,4,7,27,.739,100,10,240,Miami Heat,52f30fc51b343268116792d2
.527,.429,23,16,8,13,34,.794,111,6,240,Indiana Pacers,52f30fc61b343268116792d3
.506,.083,23,11,5,12,27,.667,99,6,240,Miami Heat,52f30fc71b343268116792d4
.586,.389,23,28,8,8,31,.688,100,5,240,Portland Trail Blazers,52f30fc81b343268116792d5
.456,.412,22,15,2,14,32,.813,99,6,240,New York Knicks,52f30fc91b343268116792d6
.471,.400,25,11,8,8,40,.741,112,11,240,Oklahoma City Thunder,52f30fcb1b343268116792d7
.456,.150,26,11,7,7,39,.600,78,8,240,Philadelphia 76ers,52f30fcc1b343268116792d8
.528,.583,25,20,8,5,36,.833,98,8,265,Utah Jazz,52f30fcd1b343268116792d9
.440,.583,27,12,8,13,31,.630,98,11,240,Washington Wizards,52f30fcd1b343268116792da
.451,.231,20,13,5,5,35,.833,92,5,240,Los Angeles Lakers,52f30fce1b343268116792db
.440,.313,26,17,12,16,37,.730,112,9,240,Denver Nuggets,52f30fd01b343268116792dc
.505,.575,35,8,2,14,34,.714,140,6,240,Houston Rockets,52f30fd11b343268116792dd
.480,.440,28,12,8,5,32,.775,114,7,240,Indiana Pacers,52f30fd21b343268116792de
.507,.400,19,21,2,11,29,.818,96,9,240,Phoenix Suns,52f30fd31b343268116792df
.514,.417,28,13,5,6,40,.739,103,4,240,Atlanta Hawks,52f30fd41b343268116792e0
.565,.375,33,6,5,10,35,.692,122,6,240,Cleveland Cavaliers,52f30fd41b343268116792e1
.477,.500,22,8,3,11,35,.684,105,5,240,Dallas Mavericks,52f30fd51b343268116792e2
.415,.375,22,13,5,15,31,.760,93,6,240,Brooklyn Nets,52f30fd61b343268116792e3
.488,.435,23,10,6,8,30,.857,114,9,240,Miami Heat,52f30fd71b343268116792e4
.457,.400,24,13,5,7,34,.952,104,13,240,San Antonio Spurs,52f30fda1b343268116792e5
.520,.286,24,11,7,9,24,.647,93,10,240,New Orleans Hornets,52f30fdb1b343268116792e6
.505,.348,29,12,16,10,40,.750,119,12,240,Oklahoma City Thunder,52f30fdc1b343268116792e7
.402,.333,17,14,6,13,35,.636,86,16,240,Los Angeles Clippers,52f30fdd1b343268116792e8
.395,.294,20,9,4,16,38,.760,88,10,240,Indiana Pacers,52f30fde1b343268116792e9
.479,.211,21,13,5,6,35,.833,99,4,240,Boston Celtics,52f30fdf1b343268116792ea
.481,.500,23,19,12,17,33,.654,100,9,240,Utah Jazz,52f30fe01b343268116792eb
.532,.550,23,10,4,7,31,.786,106,3,240,Washington Wizards,52f30fe11b343268116792ec
.529,.455,25,9,5,12,36,.760,116,10,240,Boston Celtics,52f30fe21b343268116792ed
.581,.474,29,10,8,16,30,.826,128,11,240,Denver Nuggets,52f30fe41b343268116792ee
.523,.563,24,13,5,11,33,.667,111,4,240,New Orleans Hornets,52f30fe51b343268116792ef
.450,.308,23,13,10,6,40,.800,100,6,240,Los Angeles Lakers,52f30fe51b343268116792f0
.488,.500,23,6,3,7,25,.829,119,10,240,Cleveland Cavaliers,52f30fe61b343268116792f1
.517,.455,26,12,4,15,34,.850,119,5,240,Detroit Pistons,52f30fe71b343268116792f2
.595,.462,27,10,9,7,32,.750,118,5,240,Houston Rockets,52f30fe81b343268116792f3
.438,.222,19,14,9,17,29,.737,100,9,265,Toronto Raptors,52f30fe91b343268116792f4
.456,.400,26,12,4,9,34,.826,99,6,240,Memphis Grizzlies,52f30fea1b343268116792f5
.529,.556,22,13,4,8,28,.750,111,11,240,Miami Heat,52f30feb1b343268116792f6
.469,.308,19,8,6,10,32,.800,100,5,240,New York Knicks,52f30fed1b343268116792f7
.575,.667,29,8,11,10,30,.722,127,10,240,Oklahoma City Thunder,52f30fee1b343268116792f8
.456,.417,25,9,2,15,26,.889,93,6,240,Chicago Bulls,52f30fef1b343268116792f9
.450,.438,19,12,4,5,40,.909,89,11,240,Washington Wizards,52f30ff01b343268116792fa
.500,.353,23,20,8,15,31,.735,111,9,240,Denver Nuggets,52f30ff11b343268116792fb
.494,.550,25,10,6,6,38,.763,116,9,240,Dallas Mavericks,52f30ff21b343268116792fc
.494,.471,25,20,2,11,35,.789,105,11,240,Detroit Pistons,52f30ff31b343268116792fd
.419,.125,24,11,2,16,44,.700,87,2,240,Philadelphia 76ers,52f30ff51b343268116792fe
.518,.421,27,16,6,16,28,.686,120,11,240,Sacramento Kings,52f30ff51b343268116792ff
.398,.433,34,16,8,8,43,.792,118,14,315,Boston Celtics,52f30ff61b34326811679300
.589,.632,22,5,3,6,22,.650,111,10,240,San Antonio Spurs,52f30ff81b34326811679301
.519,.462,30,13,4,13,23,.773,105,12,240,Memphis Grizzlies,52f30ff91b34326811679302
.550,.375,19,11,6,10,28,.929,107,10,240,Miami Heat,52f30ffa1b34326811679303
.513,.357,21,14,6,13,30,.625,102,10,240,Los Angeles Clippers,52f30ffb1b34326811679304
.505,.333,34,10,3,17,33,.611,110,5,240,Orlando Magic,52f30ffc1b34326811679305
.447,.529,23,13,9,5,35,.741,97,15,240,Oklahoma City Thunder,52f30ffd1b34326811679306
.460,.550,22,13,2,15,31,.963,117,9,240,Sacramento Kings,52f30ffe1b34326811679307
.513,.500,24,11,4,12,27,.778,102,7,240,Toronto Raptors,52f30ffe1b34326811679308
.429,.444,22,10,7,10,37,.667,94,6,240,Charlotte Bobcats,52f310001b34326811679309
.520,.500,21,8,1,2,24,.850,103,10,240,San Antonio Spurs,52f310011b3432681167930a
.520,.571,25,20,6,10,26,.824,100,10,240,Minnesota Timberwolves,52f310021b3432681167930b
.519,.346,26,18,2,8,40,.696,105,7,240,Atlanta Hawks,52f310031b3432681167930c
.494,.476,26,14,10,10,39,.929,105,7,240,New Orleans Hornets,52f310041b3432681167930d
.388,.333,9,11,6,11,41,.719,89,6,265,Brooklyn Nets,52f310051b3432681167930e
.568,.333,29,19,4,7,40,.824,102,7,240,Washington Wizards,52f310061b3432681167930f
.587,.421,29,13,7,11,32,.500,107,8,240,Los Angeles Clippers,52f310071b34326811679310
.473,.294,32,11,3,10,38,.800,116,8,240,Houston Rockets,52f310081b34326811679311
.434,.333,23,19,5,12,36,.667,91,9,240,Los Angeles Lakers,52f310091b34326811679312
.547,.462,21,19,4,7,32,.833,108,5,240,Memphis Grizzlies,52f3100a1b34326811679313
.581,.421,22,9,7,10,22,.852,117,9,240,Miami Heat,52f3100c1b34326811679314
.470,.476,23,17,5,15,23,.913,109,10,240,Toronto Raptors,52f3100d1b34326811679315
.483,.368,25,17,3,16,22,.818,109,14,240,Utah Jazz,52f3100e1b34326811679316
.368,.333,18,10,4,8,31,.833,71,9,240,Boston Celtics,52f3100f1b34326811679317
.547,.593,29,13,3,11,26,.700,119,5,240,Brooklyn Nets,52f310101b34326811679318
.452,.263,25,13,10,11,33,.833,96,7,240,San Antonio Spurs,52f310111b34326811679319
.467,.382,27,12,10,15,36,.923,123,12,240,Dallas Mavericks,52f310121b3432681167931a
.443,.500,19,17,4,14,34,.680,96,10,240,Detroit Pistons,52f310131b3432681167931b
.432,.316,24,7,9,18,35,.684,101,7,240,Indiana Pacers,52f310141b3432681167931c
.493,.406,28,18,6,6,31,.731,106,12,240,Los Angeles Clippers,52f310141b3432681167931d
.420,.222,21,13,10,16,25,.762,94,9,240,Milwaukee Bucks,52f310151b3432681167931e
.437,.182,20,14,9,13,40,.760,97,7,240,Utah Jazz,52f310161b3432681167931f
.471,.417,26,6,6,15,37,.667,99,7,240,New Orleans Hornets,52f310181b34326811679320
.425,.429,12,10,8,8,27,.875,92,3,240,Toronto Raptors,52f310191b34326811679321
.446,.294,32,9,3,17,37,.696,108,6,240,Atlanta Hawks,52f3101a1b34326811679322
.517,.533,25,14,8,17,30,.773,125,9,240,Los Angeles Clippers,52f3101b1b34326811679323
.466,.379,23,14,4,13,33,.773,110,10,240,Miami Heat,52f3101c1b34326811679324
.473,.526,25,15,4,17,32,.739,113,6,265,Brooklyn Nets,52f3101d1b34326811679325
.429,.350,21,7,3,10,35,.667,97,7,240,Denver Nuggets,52f3101e1b34326811679326
.563,.333,29,16,7,12,32,.600,105,14,240,Memphis Grizzlies,52f3101f1b34326811679327
.464,.385,30,15,6,14,33,.765,96,10,240,Chicago Bulls,52f310201b34326811679328
.469,.375,18,16,5,10,35,.741,105,6,240,Charlotte Bobcats,52f310221b34326811679329
.500,.231,30,17,2,14,37,.850,102,8,240,Phoenix Suns,52f310231b3432681167932a
.467,.333,25,17,8,7,39,.800,108,9,240,San Antonio Spurs,52f310251b3432681167932b
.500,.476,23,11,8,8,27,.818,115,8,240,Utah Jazz,52f310261b3432681167932c
.449,.400,20,16,5,8,34,.900,96,10,240,Toronto Raptors,52f310281b3432681167932d
.474,.435,23,11,1,5,28,.760,103,11,240,Miami Heat,52f310291b3432681167932e
.494,.471,26,9,8,8,34,.739,105,4,240,Detroit Pistons,52f3102a1b3432681167932f
.494,.357,20,8,3,12,22,.706,105,6,240,Cleveland Cavaliers,52f3102b1b34326811679330
.477,.379,32,9,8,7,37,.889,111,6,240,Dallas Mavericks,52f3102c1b34326811679331
.483,.500,29,10,6,13,31,.824,108,6,240,Golden State Warriors,52f3102d1b34326811679332
.478,.455,26,18,4,11,31,.826,122,14,240,Houston Rockets,52f3102f1b34326811679333
.532,.458,28,21,9,14,40,.769,125,8,240,Indiana Pacers,52f310301b34326811679334
.506,.318,24,12,3,14,35,.710,113,5,240,Los Angeles Lakers,52f310311b34326811679335
.400,.346,23,11,6,9,34,.769,97,10,240,Brooklyn Nets,52f310321b34326811679336
.400,.385,21,15,5,10,41,.750,94,9,240,Minnesota Timberwolves,52f310331b34326811679337
.363,.462,20,10,7,20,29,.706,88,7,240,Memphis Grizzlies,52f310351b34326811679338
.507,.231,20,17,6,8,28,.643,86,14,240,Miami Heat,52f310361b34326811679339
.589,.471,30,17,6,8,26,.786,116,7,240,San Antonio Spurs,52f310361b3432681167933a
.533,.444,33,6,9,10,35,.632,122,7,240,Atlanta Hawks,52f310381b3432681167933b
.532,.533,25,16,4,7,30,.667,106,5,240,Houston Rockets,52f310391b3432681167933c
.506,.357,37,6,7,10,36,.800,105,6,240,Chicago Bulls,52f3103a1b3432681167933d
.415,.238,25,12,5,9,48,.800,107,6,265,Golden State Warriors,52f3103b1b3432681167933e
.562,.714,29,14,6,4,43,.667,114,10,240,Indiana Pacers,52f3103d1b3432681167933f
.471,.333,18,16,5,12,35,.735,111,8,240,Los Angeles Lakers,52f3103e1b34326811679340
.447,.188,24,14,6,14,38,.586,88,8,240,Memphis Grizzlies,52f3103f1b34326811679341
.476,.400,26,12,17,13,31,.842,104,9,240,Dallas Mavericks,52f310401b34326811679342
.578,.643,28,17,7,8,33,1.000,127,7,240,Oklahoma City Thunder,52f310411b34326811679343
.557,.455,19,12,6,9,36,.652,113,8,240,Boston Celtics,52f310421b34326811679344
.438,.389,18,9,3,6,25,.821,100,7,240,Toronto Raptors,52f310431b34326811679345
.477,.458,27,18,8,18,31,.727,119,7,240,Washington Wizards,52f310451b34326811679346
.530,.368,30,17,10,11,29,.818,113,11,240,Denver Nuggets,52f310461b34326811679347
.453,.364,21,20,6,10,38,.737,90,8,240,Indiana Pacers,52f310471b34326811679348
.513,.400,22,20,2,10,36,.792,107,9,240,Los Angeles Clippers,52f310481b34326811679349
.429,.500,27,11,4,10,31,.786,103,10,240,Atlanta Hawks,52f310491b3432681167934a
.494,.429,28,10,4,18,29,.821,118,8,240,Cleveland Cavaliers,52f3104a1b3432681167934b
.584,.429,27,6,2,5,32,.833,114,9,240,Miami Heat,52f3104b1b3432681167934c
.513,.438,31,13,6,9,28,.842,105,8,240,Washington Wizards,52f3104c1b3432681167934d
.451,.286,16,11,11,7,28,.833,76,6,240,Memphis Grizzlies,52f3104d1b3432681167934e
.472,.520,17,16,2,7,38,.710,103,7,240,Los Angeles Lakers,52f3104e1b3432681167934f
.520,.632,23,11,9,6,28,.792,109,8,240,Miami Heat,52f3104f1b34326811679350
.457,.412,18,22,4,14,34,.826,100,11,240,Golden State Warriors,52f310501b34326811679351
.506,.375,31,9,9,15,31,.933,110,5,240,New Orleans Hornets,52f310511b34326811679352
.427,.242,17,12,3,11,37,.771,99,7,240,New York Knicks,52f310521b34326811679353
.456,.353,17,17,9,14,38,.889,102,9,240,Oklahoma City Thunder,52f310531b34326811679354
.444,.294,22,17,5,4,32,.800,97,10,240,San Antonio Spurs,52f310551b34326811679355
.443,.333,21,16,2,11,36,.789,92,4,240,Portland Trail Blazers,52f310551b34326811679356
.557,.278,30,9,7,13,31,.593,119,13,240,Denver Nuggets,52f310561b34326811679357
.506,.424,31,13,4,8,29,.833,114,10,240,Atlanta Hawks,52f310571b34326811679358
.420,.583,17,19,1,10,39,.882,90,7,240,Washington Wizards,52f310581b34326811679359
.477,.370,19,12,5,8,29,.900,110,8,265,Boston Celtics,52f310591b3432681167935a
.494,.294,18,10,5,13,26,.842,101,9,240,Cleveland Cavaliers,52f3105b1b3432681167935b
.415,.389,22,12,1,8,31,.769,95,10,240,Milwaukee Bucks,52f3105c1b3432681167935c
.488,.286,22,12,9,14,28,.741,108,14,240,Indiana Pacers,52f3105d1b3432681167935d
.539,.545,34,15,10,9,34,.462,106,11,240,Los Angeles Clippers,52f3105e1b3432681167935e
.554,.435,35,12,9,8,33,.792,141,13,290,Miami Heat,52f3105e1b3432681167935f
.487,.600,28,13,9,12,29,.833,101,3,240,Brooklyn Nets,52f3105f1b34326811679360
.539,.385,33,13,3,6,39,.688,98,4,240,Orlando Magic,52f310601b34326811679361
.407,.385,23,20,11,16,40,.357,84,5,265,Phoenix Suns,52f310611b34326811679362
.415,.385,26,10,5,13,27,.938,103,7,240,Cleveland Cavaliers,52f310621b34326811679363
.483,.375,27,17,6,9,34,.750,110,10,240,Milwaukee Bucks,52f310631b34326811679364
.372,.357,21,15,2,11,35,.794,90,11,240,Memphis Grizzlies,52f310641b34326811679365
.414,.324,19,10,3,16,30,.788,109,12,240,New York Knicks,52f310651b34326811679366
.553,.444,27,10,9,13,35,.964,119,7,240,Oklahoma City Thunder,52f310661b34326811679367
.548,.455,31,13,3,7,33,.793,125,12,240,Sacramento Kings,52f310661b34326811679368
.517,.214,29,15,6,13,29,.581,111,16,240,Denver Nuggets,52f310671b34326811679369
.463,.250,26,15,4,16,33,.667,105,6,265,Phoenix Suns,52f310681b3432681167936a
.487,.294,23,9,5,8,30,.808,102,8,240,Atlanta Hawks,52f310691b3432681167936b
.542,.600,35,16,4,5,31,.563,96,10,240,Detroit Pistons,52f3106a1b3432681167936c
.386,.214,19,11,15,15,38,.788,93,6,240,Chicago Bulls,52f3106b1b3432681167936d
.488,.174,18,11,6,9,27,.810,99,8,240,Los Angeles Clippers,52f3106c1b3432681167936e
.530,.500,30,14,6,13,36,.571,116,7,240,Los Angeles Lakers,52f3106d1b3432681167936f
.480,.200,24,17,5,2,42,.679,94,6,240,Boston Celtics,52f3106e1b34326811679370
.500,.429,18,13,6,5,26,.786,98,13,240,Dallas Mavericks,52f310701b34326811679371
.518,.280,26,10,9,11,28,.600,105,10,240,Los Angeles Clippers,52f310711b34326811679372
.453,.333,26,14,7,10,33,.706,105,14,240,Denver Nuggets,52f310721b34326811679373
.466,.526,26,7,3,5,30,.741,98,7,240,Miami Heat,52f310731b34326811679374
.432,.350,17,11,7,18,29,.742,100,5,240,New Orleans Hornets,52f310741b34326811679375
.545,.469,28,12,1,9,25,.679,118,8,240,Houston Rockets,52f310751b34326811679376
.444,.455,16,17,3,7,31,.833,92,9,240,Phoenix Suns,52f310761b34326811679377
.607,.450,41,19,6,9,34,.826,130,12,240,San Antonio Spurs,52f310771b34326811679378
.486,.350,20,19,4,10,33,.818,93,7,240,Indiana Pacers,52f310781b34326811679379
.487,.313,23,22,8,20,42,.739,98,8,240,Utah Jazz,52f310791b3432681167937a
.432,.286,18,12,3,9,32,.857,96,8,240,New York Knicks,52f3107a1b3432681167937b
.521,.400,25,19,7,6,28,1.000,96,11,240,Chicago Bulls,52f3107a1b3432681167937c
.500,.357,32,14,7,13,35,.833,122,8,265,Milwaukee Bucks,52f3107b1b3432681167937d
.518,.667,29,23,5,11,37,.444,104,9,240,Philadelphia 76ers,52f3107c1b3432681167937e
.489,.350,32,13,7,17,38,.636,109,4,240,Portland Trail Blazers,52f3107d1b3432681167937f
.575,.412,30,13,0,10,35,.750,136,13,240,Houston Rockets,52f3107e1b34326811679380
.465,.462,19,14,6,10,32,.758,97,10,240,Indiana Pacers,52f3107f1b34326811679381
.475,.333,23,13,5,14,24,.735,108,12,240,Oklahoma City Thunder,52f310801b34326811679382
.487,.476,21,21,1,7,36,.722,99,9,240,Los Angeles Lakers,52f310811b34326811679383
.464,.400,20,14,4,10,31,.684,99,10,240,Miami Heat,52f310811b34326811679384
.530,.458,31,13,5,14,28,.600,108,8,240,Memphis Grizzlies,52f310821b34326811679385
.467,.394,26,18,4,18,42,.815,119,8,240,Sacramento Kings,52f310831b34326811679386
.506,.450,35,11,9,8,41,.750,114,12,240,San Antonio Spurs,52f310841b34326811679387
.425,.400,23,16,7,13,37,.762,90,2,240,Washington Wizards,52f310851b34326811679388
.462,.400,23,16,5,12,28,.857,102,9,240,New York Knicks,52f310861b34326811679389
.535,.333,30,17,6,12,36,.778,104,10,240,Denver Nuggets,52f310871b3432681167938a
.573,.471,33,14,4,6,32,.821,125,3,240,Golden State Warriors,52f310881b3432681167938b
.474,.417,29,17,10,12,30,.692,109,13,265,Milwaukee Bucks,52f310891b3432681167938c
.514,.238,22,23,5,9,39,.842,97,11,240,Miami Heat,52f3108a1b3432681167938d
.494,.333,26,8,3,11,29,.750,105,8,240,Orlando Magic,52f3108c1b3432681167938e
.598,.500,29,11,9,11,30,.706,122,3,240,Portland Trail Blazers,52f3108d1b3432681167938f
.479,.348,20,2,5,14,28,.917,122,10,240,Oklahoma City Thunder,52f3108e1b34326811679390
.506,.579,34,22,5,12,37,.875,109,7,240,Boston Celtics,52f3108f1b34326811679391
.541,.500,30,12,6,13,27,.625,120,12,240,Denver Nuggets,52f310901b34326811679392
.538,.458,28,14,5,7,31,.588,107,5,240,Atlanta Hawks,52f310911b34326811679393
.507,.481,23,24,10,6,43,.818,99,7,240,Brooklyn Nets,52f310921b34326811679394
.411,.438,23,11,12,16,33,.793,104,6,240,Cleveland Cavaliers,52f310931b34326811679395
.542,.423,35,11,3,5,28,.786,112,5,240,Dallas Mavericks,52f310941b34326811679396
.413,.371,23,20,5,14,34,.800,87,11,240,New York Knicks,52f310951b34326811679397
.360,.348,19,17,4,6,40,.862,87,9,240,Golden State Warriors,52f310971b34326811679398
.410,.412,18,13,8,9,38,.889,83,9,240,Boston Celtics,52f310981b34326811679399
.540,.414,33,10,9,9,33,.786,117,10,240,Los Angeles Clippers,52f310991b3432681167939a
.437,.333,20,9,6,16,36,.611,91,5,240,Memphis Grizzlies,52f3109a1b3432681167939b
.432,.214,20,14,7,7,26,.871,97,11,240,Miami Heat,52f3109b1b3432681167939c
.408,.286,16,14,1,9,25,.677,87,11,240,Minnesota Timberwolves,52f3109c1b3432681167939d
.487,.393,26,11,6,6,30,.724,108,9,240,Los Angeles Lakers,52f3109d1b3432681167939e
.481,.458,24,21,4,7,33,.867,98,11,240,Toronto Raptors,52f3109e1b3432681167939f
.541,.571,22,12,7,5,42,.722,101,7,240,San Antonio Spurs,52f3109f1b343268116793a0
.558,.478,33,11,10,7,31,.833,107,7,240,Denver Nuggets,52f310a01b343268116793a1
.443,.381,16,16,8,7,35,.862,95,8,240,Oklahoma City Thunder,52f310a11b343268116793a2
.513,.500,23,15,3,2,33,.850,107,9,265,Boston Celtics,52f310a21b343268116793a3
.395,.444,14,18,2,18,43,.576,95,4,240,Brooklyn Nets,52f310a31b343268116793a4
.568,.500,28,11,8,12,37,.750,116,5,240,Oklahoma City Thunder,52f310a41b343268116793a5
.370,.235,19,11,1,21,29,.833,89,8,240,Chicago Bulls,52f310a41b343268116793a6
.523,.364,30,12,6,9,28,.818,103,10,240,Memphis Grizzlies,52f310a51b343268116793a7
