twoperc,threeperc,assists,turno,blocks,orebounds,drebounds,ftPerc,points,steals,minutes,nameteam,gameid
.425,.290,20,19,5,13,36,.688,94,5,240,Minnesota Timberwolves,52f30c8c1b34326811678f57
.422,.300,25,9,1,12,20,.727,92,7,240,Denver Nuggets,52f30c8c1b34326811678f58
.430,.250,23,7,8,8,21,.875,78,5,240,Philadelphia 76ers,52f30c8d1b34326811678f59
.372,.316,17,16,2,15,30,.947,88,6,240,New Jersey Nets,52f30c8e1b34326811678f5a
.506,.333,24,15,8,10,37,.786,105,7,240,Utah Jazz,52f30c8f1b34326811678f5b
.464,.333,21,12,0,11,24,.632,96,5,240,Washington Wizards,52f30c901b34326811678f5c
.429,.385,22,13,2,7,29,.833,86,8,240,Boston Celtics,52f30c911b34326811678f5d
.423,.333,19,18,1,13,25,.724,94,10,240,Washington Wizards,52f30c911b34326811678f5e
.417,.375,15,14,3,8,27,.688,80,3,240,Orlando Magic,52f30c921b34326811678f5f
.417,.235,19,18,9,18,26,.733,85,10,240,Sacramento Kings,52f30c931b34326811678f60
.474,.467,16,16,8,9,29,.682,96,4,240,Detroit Pistons,52f30c941b34326811678f61
.452,.292,19,10,5,9,35,.750,97,6,265,Dallas Mavericks,52f30c951b34326811678f62
.415,.364,21,16,7,16,38,.793,99,2,240,Phoenix Suns,52f30c961b34326811678f63
.442,.316,20,17,10,11,29,.774,98,5,240,Oklahoma City Thunder,52f30c971b34326811678f64
.429,.273,23,15,5,13,35,.889,107,6,240,Los Angeles Lakers,52f30c981b34326811678f65
.402,.222,17,14,4,14,26,.750,82,6,240,Miami Heat,52f30c991b34326811678f66
.424,.167,18,20,5,17,40,.667,90,5,240,Charlotte Bobcats,52f30c9a1b34326811678f67
.452,.417,22,16,6,18,23,.773,98,6,240,Washington Wizards,52f30c9b1b34326811678f68
.468,.417,11,14,4,8,21,.743,103,10,240,New Orleans Hornets,52f30c9c1b34326811678f69
.425,.200,13,14,4,10,39,.625,80,5,240,Toronto Raptors,52f30c9d1b34326811678f6a
.453,.409,22,17,2,14,27,.917,98,9,240,Golden State Warriors,52f30c9d1b34326811678f6b
.469,.429,18,14,5,11,20,.708,96,10,240,Charlotte Bobcats,52f30c9e1b34326811678f6c
.463,.320,22,16,6,11,24,.750,97,6,240,Denver Nuggets,52f30c9f1b34326811678f6d
.351,.227,11,19,5,10,35,.789,72,8,240,Indiana Pacers,52f30ca01b34326811678f6e
.415,.318,20,19,3,9,33,.679,94,10,240,Sacramento Kings,52f30ca11b34326811678f6f
.466,.429,23,15,5,8,34,.706,89,5,240,Dallas Mavericks,52f30ca21b34326811678f70
.436,.273,20,14,2,8,25,.870,94,9,240,Portland Trail Blazers,52f30ca31b34326811678f71
.407,.400,20,11,7,9,24,.778,90,6,240,Minnesota Timberwolves,52f30ca41b34326811678f72
.397,.385,23,7,8,9,32,.750,82,5,240,Philadelphia 76ers,52f30ca51b34326811678f73
.485,.111,22,13,2,20,34,.556,105,2,240,Los Angeles Lakers,52f30ca61b34326811678f74
.382,.182,15,14,4,10,29,.792,79,10,240,Philadelphia 76ers,52f30ca71b34326811678f75
.373,.158,8,19,3,16,28,.696,75,6,240,Detroit Pistons,52f30ca81b34326811678f76
.448,.500,31,15,4,17,31,.760,117,8,265,Cleveland Cavaliers,52f30ca81b34326811678f77
.393,.318,14,19,10,18,41,.710,99,3,265,Chicago Bulls,52f30ca91b34326811678f78
.372,.375,14,16,6,11,32,.688,75,5,240,Toronto Raptors,52f30caa1b34326811678f79
.429,.500,15,20,4,15,29,.541,87,8,240,Sacramento Kings,52f30cab1b34326811678f7a
.441,.375,24,11,4,11,28,.615,104,6,240,Utah Jazz,52f30cac1b34326811678f7b
.390,.333,16,14,4,10,29,.818,85,5,240,Charlotte Bobcats,52f30cad1b34326811678f7c
.369,.480,21,14,12,7,20,.714,84,9,240,Golden State Warriors,52f30cae1b34326811678f7d
.480,.500,23,12,7,11,31,.667,98,4,240,Toronto Raptors,52f30caf1b34326811678f7e
.405,.222,15,10,4,14,22,.722,85,11,240,Los Angeles Clippers,52f30cb01b34326811678f7f
.425,.316,26,17,6,9,26,.692,89,8,240,Milwaukee Bucks,52f30cb11b34326811678f80
.386,.273,17,14,2,10,27,.870,90,7,240,Minnesota Timberwolves,52f30cb21b34326811678f81
.450,.600,24,7,7,8,27,1.000,91,9,240,New Orleans Hornets,52f30cb31b34326811678f82
.405,.350,14,13,2,10,23,.846,89,6,240,Detroit Pistons,52f30cb41b34326811678f83
.398,.286,17,14,7,13,28,.895,89,9,240,Portland Trail Blazers,52f30cb51b34326811678f84
.402,.292,16,14,5,12,26,.700,84,10,240,San Antonio Spurs,52f30cb61b34326811678f85
.425,.333,16,16,5,5,28,.810,86,8,240,New York Knicks,52f30cb71b34326811678f86
.468,.273,19,10,5,7,25,.813,90,6,240,Charlotte Bobcats,52f30cb81b34326811678f87
.446,.360,24,14,6,8,32,.529,100,13,240,Sacramento Kings,52f30cb91b34326811678f88
.448,.444,19,7,4,13,21,.778,107,7,240,Miami Heat,52f30cba1b34326811678f89
.386,.182,17,12,4,9,27,.857,88,8,240,New Jersey Nets,52f30cbb1b34326811678f8a
.366,.314,16,13,4,13,30,.600,85,8,240,Orlando Magic,52f30cbc1b34326811678f8b
.410,.100,20,16,3,6,33,.696,86,9,265,Atlanta Hawks,52f30cbd1b34326811678f8c
.455,.143,26,17,4,12,29,.789,98,5,265,Cleveland Cavaliers,52f30cbe1b34326811678f8d
.500,.333,27,14,9,10,26,.833,107,5,240,Minnesota Timberwolves,52f30cbe1b34326811678f8e
.356,.200,21,8,5,14,32,.862,91,6,240,Houston Rockets,52f30cbf1b34326811678f8f
.481,.292,24,12,3,12,19,.714,93,8,240,Phoenix Suns,52f30cc01b34326811678f90
.494,.320,25,16,7,13,26,.625,107,8,240,Milwaukee Bucks,52f30cc11b34326811678f91
.434,.318,24,13,4,12,25,.739,96,13,240,Sacramento Kings,52f30cc21b34326811678f92
.408,.462,21,13,10,10,29,.889,98,5,240,Oklahoma City Thunder,52f30cc31b34326811678f93
.522,.500,27,14,4,10,28,.727,110,6,240,Golden State Warriors,52f30cc41b34326811678f94
.407,.542,26,7,7,1,32,.556,84,9,240,San Antonio Spurs,52f30cc51b34326811678f95
.363,.389,18,9,5,8,34,.833,75,0,240,Toronto Raptors,52f30cc61b34326811678f96
.443,.545,22,12,2,6,24,.739,85,4,240,Charlotte Bobcats,52f30cc71b34326811678f97
.439,.364,17,17,8,10,31,.625,86,10,265,Miami Heat,52f30cc81b34326811678f98
.469,.389,27,15,2,14,32,.870,103,7,240,Golden State Warriors,52f30cc91b34326811678f99
.403,.238,20,17,6,12,33,.682,82,4,240,Minnesota Timberwolves,52f30cca1b34326811678f9a
.424,.211,15,15,2,12,29,.778,97,10,240,Memphis Grizzlies,52f30ccb1b34326811678f9b
.474,.300,20,15,5,7,30,.833,97,5,240,Detroit Pistons,52f30ccc1b34326811678f9c
.429,.211,24,15,7,12,27,.879,105,8,240,Houston Rockets,52f30ccd1b34326811678f9d
.354,.333,16,18,4,12,31,.909,83,7,240,Cleveland Cavaliers,52f30cce1b34326811678f9e
.446,.294,20,15,2,18,22,.667,97,15,240,Denver Nuggets,52f30ccf1b34326811678f9f
.446,.294,19,16,4,10,26,.579,82,3,240,Charlotte Bobcats,52f30cd01b34326811678fa0
.452,.182,22,15,5,16,23,.810,85,7,240,Utah Jazz,52f30cd11b34326811678fa1
.278,.200,13,21,9,16,30,.810,65,10,240,Washington Wizards,52f30cd11b34326811678fa2
.389,.360,20,15,3,8,33,.714,89,9,240,Sacramento Kings,52f30cd21b34326811678fa3
.388,.214,14,15,1,13,31,.643,81,7,240,Orlando Magic,52f30cd31b34326811678fa4
.420,.100,17,16,7,10,38,.741,89,3,240,Philadelphia 76ers,52f30cd41b34326811678fa5
.422,.240,20,12,2,13,25,.783,94,9,240,Portland Trail Blazers,52f30cd51b34326811678fa6
.375,.211,24,10,5,10,27,.789,79,8,240,Boston Celtics,52f30cd61b34326811678fa7
.463,.484,22,16,6,11,28,.714,104,7,240,Golden State Warriors,52f30cd71b34326811678fa8
.482,.455,20,14,4,13,28,.765,98,10,240,Utah Jazz,52f30cd81b34326811678fa9
.440,.391,21,10,8,11,32,.615,99,5,240,Milwaukee Bucks,52f30cd81b34326811678faa
.500,.364,19,13,4,10,29,.647,110,7,240,Minnesota Timberwolves,52f30cd91b34326811678fab
.368,.273,19,14,5,13,29,.857,82,5,240,New Jersey Nets,52f30cda1b34326811678fac
.396,.125,15,12,6,18,26,.722,91,10,240,Phoenix Suns,52f30cdb1b34326811678fad
.437,.286,20,10,9,12,22,.750,89,8,240,Washington Wizards,52f30cdc1b34326811678fae
.403,.227,21,12,2,8,27,.742,86,6,240,Atlanta Hawks,52f30cdd1b34326811678faf
.405,.231,20,11,5,9,28,.750,82,7,240,Charlotte Bobcats,52f30cde1b34326811678fb0
.373,.316,18,17,2,13,34,.759,84,4,240,Cleveland Cavaliers,52f30cde1b34326811678fb1
.368,.385,17,17,5,12,29,.600,86,9,240,Houston Rockets,52f30cdf1b34326811678fb2
.393,.400,16,18,6,10,31,.786,94,11,265,Detroit Pistons,52f30ce01b34326811678fb3
.466,.571,19,6,4,6,36,.933,108,4,265,Dallas Mavericks,52f30ce11b34326811678fb4
.357,.278,15,20,3,14,27,.800,75,5,240,Memphis Grizzlies,52f30ce21b34326811678fb5
.425,.300,19,14,1,7,26,.609,85,8,240,New York Knicks,52f30ce31b34326811678fb6
.526,.500,21,17,8,6,33,.700,103,3,240,Portland Trail Blazers,52f30ce41b34326811678fb7
.303,.063,12,12,10,11,34,.667,67,4,240,Charlotte Bobcats,52f30ce41b34326811678fb8
.381,.286,22,17,8,17,33,.727,84,7,240,Chicago Bulls,52f30ce51b34326811678fb9
.409,.400,24,16,4,14,33,.882,99,9,240,Golden State Warriors,52f30ce61b34326811678fba
.426,.276,25,12,11,15,33,.824,102,6,240,Houston Rockets,52f30ce71b34326811678fbb
.368,.280,16,10,6,10,35,.680,88,4,240,Minnesota Timberwolves,52f30ce81b34326811678fbc
.375,.227,12,19,4,16,26,.621,77,8,240,Oklahoma City Thunder,52f30ce81b34326811678fbd
.500,.313,21,13,1,8,26,.688,98,8,240,New Jersey Nets,52f30ce91b34326811678fbe
.500,.500,27,8,4,4,26,.733,100,9,240,Philadelphia 76ers,52f30ceb1b34326811678fbf
.461,.381,18,14,3,15,21,.739,107,6,240,Portland Trail Blazers,52f30cec1b34326811678fc0
.443,.444,20,18,5,14,32,.813,87,5,240,Toronto Raptors,52f30ced1b34326811678fc1
.429,.412,21,15,5,7,34,.920,121,13,315,Dallas Mavericks,52f30cee1b34326811678fc2
.346,.333,13,19,2,12,22,.762,77,5,240,Cleveland Cavaliers,52f30cee1b34326811678fc3
.488,.200,28,19,3,8,29,1.000,91,6,240,Los Angeles Lakers,52f30cef1b34326811678fc4
.356,.318,16,16,7,14,32,.833,84,6,240,Minnesota Timberwolves,52f30cf01b34326811678fc5
.545,.524,21,11,2,6,20,.794,110,7,240,Boston Celtics,52f30cf11b34326811678fc6
.447,.357,19,13,4,15,33,.750,97,3,240,Philadelphia 76ers,52f30cf21b34326811678fc7
.348,.280,17,14,4,15,37,.684,84,4,240,Detroit Pistons,52f30cf31b34326811678fc8
.462,.250,17,15,2,17,26,.667,98,8,240,Orlando Magic,52f30cf31b34326811678fc9
.298,.125,15,6,6,14,24,.739,68,5,240,Charlotte Bobcats,52f30cf41b34326811678fca
.456,.357,22,13,3,5,28,.625,87,2,240,Cleveland Cavaliers,52f30cf51b34326811678fcb
.500,.429,23,12,1,13,28,.800,110,7,240,Houston Rockets,52f30cf61b34326811678fcc
.493,.278,19,15,3,8,31,.808,98,5,240,Denver Nuggets,52f30cf71b34326811678fcd
.422,.211,23,11,3,7,33,.700,87,8,240,Golden State Warriors,52f30cf71b34326811678fce
.483,.286,15,22,6,11,24,.816,91,8,240,New Orleans Hornets,52f30cf81b34326811678fcf
.417,.063,12,14,5,10,21,.733,72,7,240,Toronto Raptors,52f30cf91b34326811678fd0
.449,.400,16,17,4,9,35,.882,95,2,240,New Jersey Nets,52f30cfa1b34326811678fd1
.410,.300,18,14,4,12,31,.719,97,3,240,Phoenix Suns,52f30cfb1b34326811678fd2
.392,.300,18,17,5,13,26,.793,91,7,240,Portland Trail Blazers,52f30cfc1b34326811678fd3
.446,.286,22,11,5,14,22,.700,102,4,240,Sacramento Kings,52f30cfc1b34326811678fd4
.452,.263,22,10,5,15,33,.852,112,8,240,Milwaukee Bucks,52f30cfd1b34326811678fd5
.363,.368,14,13,2,11,32,.778,80,5,240,Detroit Pistons,52f30cfe1b34326811678fd6
.420,.300,15,13,7,15,33,.879,109,5,240,Milwaukee Bucks,52f30cff1b34326811678fd7
.357,.125,16,13,2,7,33,.714,72,4,240,Chicago Bulls,52f30d001b34326811678fd8
.416,.355,25,10,2,9,31,.560,99,8,265,Houston Rockets,52f30d001b34326811678fd9
.446,.313,15,9,5,12,30,.647,90,11,240,Los Angeles Clippers,52f30d011b34326811678fda
.481,.417,18,11,1,10,23,.643,92,12,240,Boston Celtics,52f30d021b34326811678fdb
.405,.333,18,21,4,11,27,.722,80,4,240,Charlotte Bobcats,52f30d031b34326811678fdc
.422,.364,26,12,6,11,21,.533,90,7,240,New York Knicks,52f30d041b34326811678fdd
.446,.474,23,10,5,7,28,.524,94,10,240,Golden State Warriors,52f30d041b34326811678fde
.409,.313,20,12,7,17,25,.611,92,8,240,Sacramento Kings,52f30d051b34326811678fdf
.434,.429,19,12,4,10,19,.833,97,9,240,Los Angeles Lakers,52f30d061b34326811678fe0
.392,.267,12,12,3,10,33,.895,83,7,240,Dallas Mavericks,52f30d071b34326811678fe1
.493,.313,17,17,5,8,28,.864,96,6,240,Golden State Warriors,52f30d081b34326811678fe2
.433,.250,22,10,4,18,32,.760,106,11,265,Indiana Pacers,52f30d091b34326811678fe3
.372,.250,16,15,0,16,30,.806,89,7,240,Portland Trail Blazers,52f30d0a1b34326811678fe4
.403,.360,16,21,5,14,32,.813,84,4,240,Miami Heat,52f30d0a1b34326811678fe5
.465,.333,19,15,1,7,34,.733,95,8,240,New Jersey Nets,52f30d0b1b34326811678fe6
.463,.423,24,17,7,18,27,.727,107,8,240,Phoenix Suns,52f30d0c1b34326811678fe7
.438,.395,21,10,6,15,28,.615,107,6,265,Orlando Magic,52f30d0d1b34326811678fe8
.539,.652,23,19,7,5,28,.652,112,13,240,Atlanta Hawks,52f30d0e1b34326811678fe9
.438,.133,28,19,8,16,29,.571,88,3,240,Charlotte Bobcats,52f30d0e1b34326811678fea
.373,.261,19,13,2,12,21,.706,74,9,240,Orlando Magic,52f30d0f1b34326811678feb
.377,.308,21,17,6,11,34,.688,73,8,240,Toronto Raptors,52f30d101b34326811678fec
.493,.250,22,19,5,8,28,.735,98,6,240,New Orleans Hornets,52f30d111b34326811678fed
.366,.333,23,17,12,14,40,.857,106,9,290,Oklahoma City Thunder,52f30d121b34326811678fee
.461,.350,17,18,4,7,30,.846,88,9,240,Houston Rockets,52f30d121b34326811678fef
.366,.269,18,12,10,9,37,1.000,88,1,240,Minnesota Timberwolves,52f30d131b34326811678ff0
.420,.227,14,13,4,14,28,.679,98,6,240,Cleveland Cavaliers,52f30d141b34326811678ff1
.458,.500,16,18,9,15,27,.591,97,8,240,Detroit Pistons,52f30d151b34326811678ff2
.463,.458,19,17,5,13,23,.727,101,8,240,Cleveland Cavaliers,52f30d161b34326811678ff3
.447,.286,24,21,3,10,39,.778,86,5,240,Toronto Raptors,52f30d171b34326811678ff4
.431,.286,15,12,2,7,28,.913,87,3,240,New Jersey Nets,52f30d181b34326811678ff5
.385,.375,19,14,5,14,24,.818,89,10,240,Portland Trail Blazers,52f30d181b34326811678ff6
.342,.267,12,22,4,10,25,.826,73,6,240,Charlotte Bobcats,52f30d191b34326811678ff7
.500,.421,18,14,4,9,26,.700,102,9,240,Los Angeles Clippers,52f30d1a1b34326811678ff8
.384,.353,20,24,6,8,36,.571,66,7,240,Miami Heat,52f30d1b1b34326811678ff9
.418,.429,18,13,6,9,28,.692,81,6,240,Golden State Warriors,52f30d1c1b34326811678ffa
.524,.250,19,12,8,6,28,.741,110,10,240,Sacramento Kings,52f30d1d1b34326811678ffb
.405,.217,18,15,3,6,36,.652,88,5,240,Phoenix Suns,52f30d1e1b34326811678ffc
.442,.235,18,17,2,11,31,.722,85,10,240,Cleveland Cavaliers,52f30d1f1b34326811678ffd
.438,.429,16,9,4,7,27,.688,87,9,240,Indiana Pacers,52f30d201b34326811678ffe
.444,.375,26,21,11,9,43,.778,85,8,240,Milwaukee Bucks,52f30d201b34326811678fff
.486,.440,19,13,3,9,31,.560,93,6,240,Los Angeles Clippers,52f30d211b34326811679000
.494,.417,18,18,13,11,26,.867,101,6,240,Oklahoma City Thunder,52f30d221b34326811679001
.443,.294,18,13,5,6,31,.875,95,3,240,Charlotte Bobcats,52f30d231b34326811679002
.479,.385,19,13,8,12,31,.846,106,5,240,Phoenix Suns,52f30d241b34326811679003
.423,.333,20,16,3,9,31,.783,89,9,240,Dallas Mavericks,52f30d251b34326811679004
.372,.222,17,23,4,11,38,.609,74,11,240,Milwaukee Bucks,52f30d251b34326811679005
.432,.375,20,14,9,8,31,.538,84,5,240,Charlotte Bobcats,52f30d261b34326811679006
.322,.154,8,7,3,13,25,.654,75,4,240,Cleveland Cavaliers,52f30d271b34326811679007
.391,.333,21,10,1,18,28,.813,86,6,240,Philadelphia 76ers,52f30d281b34326811679008
.517,.250,25,15,5,8,34,.750,101,8,240,Golden State Warriors,52f30d291b34326811679009
.397,.333,15,14,5,5,39,.600,77,10,240,New Orleans Hornets,52f30d2a1b3432681167900a
.411,.269,14,13,8,8,26,.600,76,9,240,Orlando Magic,52f30d2a1b3432681167900b
.449,.370,22,13,4,8,21,.632,102,5,240,Minnesota Timberwolves,52f30d2b1b3432681167900c
.451,.467,27,15,3,11,30,.778,96,4,240,Los Angeles Lakers,52f30d2c1b3432681167900d
.301,.333,15,15,2,12,27,.688,67,9,240,New Jersey Nets,52f30d2d1b3432681167900e
.450,.240,24,14,3,6,30,.842,94,8,240,Portland Trail Blazers,52f30d2e1b3432681167900f
.358,.222,11,22,5,7,24,.750,70,7,240,Miami Heat,52f30d2e1b34326811679010
.356,.250,26,12,10,18,21,.600,84,11,240,Washington Wizards,52f30d341b34326811679011
.494,.231,24,14,5,15,31,.387,91,6,240,Los Angeles Lakers,52f30d351b34326811679012
.520,.462,24,15,2,7,34,.821,107,4,240,Boston Celtics,52f30d361b34326811679013
.405,.353,14,19,5,11,29,.813,87,10,240,Sacramento Kings,52f30d371b34326811679014
.443,.375,21,16,4,10,26,.769,96,12,240,Detroit Pistons,52f30d371b34326811679015
.384,.143,24,18,4,17,27,.800,92,14,240,Memphis Grizzlies,52f30d381b34326811679016
.438,.235,26,13,6,9,34,.913,95,7,240,New Orleans Hornets,52f30d391b34326811679017
.375,.222,19,20,5,16,38,.455,75,9,240,Denver Nuggets,52f30d3a1b34326811679018
.400,.190,16,18,12,11,33,.773,85,10,240,Phoenix Suns,52f30d3b1b34326811679019
.500,.444,21,24,2,15,30,.813,106,6,240,Los Angeles Lakers,52f30d3b1b3432681167901a
.363,.353,18,10,8,15,27,.842,88,12,240,Toronto Raptors,52f30d3c1b3432681167901b
.376,.500,20,16,5,8,32,.731,94,8,240,Dallas Mavericks,52f30d3d1b3432681167901c
.377,.412,18,18,5,12,36,.826,84,6,240,Oklahoma City Thunder,52f30d3e1b3432681167901d
.471,.318,23,13,4,7,29,.882,102,12,240,Atlanta Hawks,52f30d3f1b3432681167901e
.446,.357,22,18,4,6,30,.810,88,9,240,Boston Celtics,52f30d3f1b3432681167901f
.398,.269,19,17,5,14,38,.593,89,5,240,Indiana Pacers,52f30d401b34326811679020
.405,.400,23,17,1,11,22,.519,86,7,240,Cleveland Cavaliers,52f30d411b34326811679021
.450,.500,21,18,5,9,27,.706,94,5,240,Golden State Warriors,52f30d421b34326811679022
.500,.438,15,20,7,7,31,.714,95,7,240,Los Angeles Lakers,52f30d431b34326811679023
.360,.188,17,11,4,11,32,.813,80,7,240,Sacramento Kings,52f30d431b34326811679024
.412,.357,19,14,6,16,28,.500,86,7,240,Utah Jazz,52f30d441b34326811679025
.465,.350,18,21,5,7,34,.846,84,4,240,Miami Heat,52f30d451b34326811679026
.360,.346,17,11,0,11,33,.792,92,4,240,Portland Trail Blazers,52f30d461b34326811679027
.381,.269,22,14,5,15,30,.667,89,5,240,Denver Nuggets,52f30d471b34326811679028
.411,.308,20,9,5,10,29,.579,89,2,240,Detroit Pistons,52f30d471b34326811679029
.451,.389,23,14,5,10,27,.760,100,8,240,Toronto Raptors,52f30d481b3432681167902a
.330,.176,21,12,6,15,26,.840,82,11,240,Chicago Bulls,52f30d491b3432681167902b
.429,.176,19,10,2,15,23,.750,99,13,240,Charlotte Bobcats,52f30d4a1b3432681167902c
.354,.192,19,18,4,16,40,.667,85,12,265,Houston Rockets,52f30d4b1b3432681167902d
.363,.364,19,16,13,16,31,.800,98,15,290,Sacramento Kings,52f30d4b1b3432681167902e
.429,.476,21,16,5,7,26,.769,110,6,240,Los Angeles Clippers,52f30d4c1b3432681167902f
.516,.238,13,13,3,18,29,.650,116,5,240,Denver Nuggets,52f30d4d1b34326811679030
.470,.375,19,15,0,9,33,.621,102,9,240,Cleveland Cavaliers,52f30d4e1b34326811679031
.494,.385,17,16,7,9,23,.864,100,11,240,Utah Jazz,52f30d4f1b34326811679032
.436,.300,20,15,4,7,39,.706,86,7,240,Washington Wizards,52f30d4f1b34326811679033
.354,.308,19,16,5,13,20,.826,79,5,240,Detroit Pistons,52f30d501b34326811679034
.430,.471,14,18,2,10,31,.800,84,8,240,Philadelphia 76ers,52f30d511b34326811679035
.465,.409,27,20,9,7,30,.909,95,4,240,Oklahoma City Thunder,52f30d521b34326811679036
.429,.263,19,16,10,17,28,.611,94,3,240,Phoenix Suns,52f30d531b34326811679037
.453,.375,18,24,8,8,28,.710,86,8,240,Minnesota Timberwolves,52f30d541b34326811679038
.479,.565,24,13,4,8,21,.722,96,7,240,Brooklyn Nets,52f30d551b34326811679039
.387,.227,13,13,3,23,25,.778,91,5,240,Portland Trail Blazers,52f30d561b3432681167903a
.527,.360,23,25,13,9,29,.875,101,7,240,Los Angeles Clippers,52f30d561b3432681167903b
.444,.333,20,14,8,11,31,.692,94,8,240,Utah Jazz,52f30d571b3432681167903c
.398,.333,22,11,7,10,28,.759,99,11,240,Phoenix Suns,52f30d581b3432681167903d
.337,.364,19,13,2,19,35,.846,88,3,240,Philadelphia 76ers,52f30d591b3432681167903e
.397,.286,21,13,2,7,31,.857,92,5,240,Golden State Warriors,52f30d5a1b3432681167903f
.342,.300,11,19,7,17,31,.864,79,3,240,Indiana Pacers,52f30d5b1b34326811679040
.419,.421,23,11,5,11,32,.765,93,4,240,Orlando Magic,52f30d5b1b34326811679041
.449,.500,26,13,9,8,27,.840,97,6,240,Detroit Pistons,52f30d5c1b34326811679042
.357,.233,16,17,2,8,29,.840,88,11,240,Toronto Raptors,52f30d5d1b34326811679043
.412,.308,18,15,7,11,30,.889,86,10,240,Indiana Pacers,52f30d5e1b34326811679044
.411,.345,25,19,6,10,34,.857,94,8,265,Washington Wizards,52f30d5f1b34326811679045
.437,.455,26,12,12,15,24,.889,110,4,240,Charlotte Bobcats,52f30d5f1b34326811679046
.444,.227,21,8,1,10,28,.871,104,7,240,Toronto Raptors,52f30d601b34326811679047
.419,.344,20,16,1,11,28,.619,96,7,240,Cleveland Cavaliers,52f30d611b34326811679048
.369,.242,18,18,2,16,27,.739,87,15,240,Houston Rockets,52f30d621b34326811679049
.411,.348,25,20,4,6,23,.667,84,7,240,San Antonio Spurs,52f30d631b3432681167904a
.375,.143,12,19,1,13,27,.588,73,7,240,Brooklyn Nets,52f30d641b3432681167904b
.385,.400,22,10,9,16,25,.667,90,10,240,Milwaukee Bucks,52f30d641b3432681167904c
.350,.250,17,19,7,12,29,.800,75,6,240,Orlando Magic,52f30d651b3432681167904d
.333,.211,18,20,9,11,36,.750,62,8,240,New Orleans Hornets,52f30d661b3432681167904e
.493,.364,23,17,6,10,23,.742,103,4,240,Detroit Pistons,52f30d671b3432681167904f
.338,.174,11,18,3,15,33,.696,86,10,240,Los Angeles Lakers,52f30d681b34326811679050
.417,.333,22,20,3,12,29,.889,91,6,240,Chicago Bulls,52f30d691b34326811679051
.427,.350,19,13,4,9,22,.633,90,10,240,Portland Trail Blazers,52f30d691b34326811679052
.420,.360,20,13,5,7,29,.750,89,4,240,Atlanta Hawks,52f30d6a1b34326811679053
.487,.400,31,14,3,7,24,.710,100,7,240,Boston Celtics,52f30d6b1b34326811679054
.368,.174,19,17,12,14,31,.727,84,5,240,Utah Jazz,52f30d6c1b34326811679055
.337,.280,12,18,3,13,34,.600,77,5,240,Golden State Warriors,52f30d6d1b34326811679056
.408,.333,17,20,6,8,33,.933,85,5,240,Houston Rockets,52f30d6e1b34326811679057
.440,.278,18,13,4,11,26,.882,94,7,240,Indiana Pacers,52f30d6f1b34326811679058
.482,.333,17,12,9,15,26,.667,99,7,240,Charlotte Bobcats,52f30d701b34326811679059
.407,.286,17,20,3,9,41,.870,94,4,240,Dallas Mavericks,52f30d701b3432681167905a
.414,.316,24,15,4,16,25,.727,94,8,240,Detroit Pistons,52f30d711b3432681167905b
.429,.364,19,18,6,7,28,.500,68,3,240,Orlando Magic,52f30d721b3432681167905c
.481,.429,19,20,4,9,30,.815,105,11,240,Cleveland Cavaliers,52f30d731b3432681167905d
.352,.188,18,11,3,15,28,.731,86,11,240,Sacramento Kings,52f30d751b3432681167905e
.436,.222,23,20,4,10,26,.864,91,13,240,Washington Wizards,52f30d761b3432681167905f
.405,.474,21,19,7,8,35,.800,97,9,265,Dallas Mavericks,52f30d771b34326811679060
.388,.231,23,11,3,13,27,.733,80,7,240,Minnesota Timberwolves,52f30d781b34326811679061
.382,.360,23,14,5,13,41,.609,101,11,290,Golden State Warriors,52f30d791b34326811679062
.400,.350,17,16,9,11,34,.688,82,8,240,Detroit Pistons,52f30d7a1b34326811679063
.443,.417,26,12,5,5,35,.714,85,5,240,Washington Wizards,52f30d7b1b34326811679064
.398,.158,20,11,3,16,28,.731,92,7,240,Milwaukee Bucks,52f30d7b1b34326811679065
.472,.455,23,15,5,12,25,.789,109,14,240,Portland Trail Blazers,52f30d7c1b34326811679066
.380,.462,20,12,4,7,28,.688,83,6,240,Toronto Raptors,52f30d7d1b34326811679067
.368,.250,15,10,4,10,27,.765,81,12,240,Phoenix Suns,52f30d7e1b34326811679068
.357,.077,22,11,4,11,31,.722,74,6,240,Orlando Magic,52f30d7f1b34326811679069
